;Total Volume
27;10909.04
28;10353.67
29;11473.1
30;13517.21
31;9789.43
32;8671.15
33;8090.29
34;8314.41
35;7545.18
36;9911.75
37;14406.27
38;17575.92
39;17183.94
40;17776.08
41;17048.64
42;21402.16
43;20701.89
44;25937.71
45;17954.08
46;21977.83
47;17104.45
48;11638.55
49;10312.75
50;9442.83
51;10641.19
52;9563.83
0;78872.75
1;69804.27
2;64716.36
3;69862.39
4;71010.03
5;59523.55
6;61451.23
7;62337.67
8;73723.79
9;67050.78
10;68637.55
11;57490.8
12;59194.04
13;65405.61
14;73696.3
15;64855.01
16;64680.12
17;70419.78
18;63222.41
19;75146.55
20;72817.55
21;67080.63
22;67790.94
23;70179.47
24;75021.72
25;120562.92
26;109111.93
27;109872.63
28;108808.01
29;106703.23
30;128923.07
31;122886.52
32;114120.43
33;105965.36
34;137484.97
35;127255.45
36;127222.31
37;122876.89
38;118305.22
39;122384.82
40;125710.73
41;135636.51
42;143848.91
43;146065.71
44;143520.74
45;115734.75
46;95227.6
47;91687.96
48;99597.27
49;77418.61
50;86845.72
51;112953.28
52;99950.32
0;5828.21
1;3976.73
2;3861.18
3;2491.03
4;2597.34
5;2510.26
6;2317.4
7;2717.83
8;3013.74
9;3691.45
10;4195.97
11;3665.19
12;3097.7
13;3102.3
14;4156.59
15;3779.04
16;3517.63
17;3581.73
18;3628.25
19;3115.79
20;2741.48
21;3557.1
22;4666.42
23;5061.01
24;4638.85
25;2453.16
26;5513.09
27;4520.86
28;4866.2
29;6507.2
30;4417.78
31;4451.69
32;4745.15
33;5721.61
34;3514.92
35;5166.23
36;3343.82
37;4904.41
38;2026.06
39;3166.23
40;6459.97
41;4433.03
42;7708.22
43;9801.7
44;5481.89
45;10571.3
46;5288.74
47;2108.66
48;1469.92
49;2097.61
50;1959.1
51;1822.94
52;1913.69
0;6518.64
1;8462.86
2;8486.81
3;5325.8
4;5302.15
5;6302.07
6;5873.34
7;6563.71
8;6103.24
9;5595.86
10;4842.31
11;1100.1
12;3758.3
13;2975.53
14;2978.57
15;1306.18
16;3299.73
17;2647.99
18;3393.39
19;4569.66
20;4136.64
21;4140.12
22;4635.79
23;4954.86
24;5473.09
25;4404.15
26;6241.89
27;5274.97
28;6480.65
29;6104.29
30;5428.05
31;6000.97
32;6177.03
33;5883.23
34;3542.87
35;3477.7
36;4011.49
37;3197.36
38;3748.67
39;4159.55
40;5830.75
41;2427.94
42;2068.26
43;3583.84
44;3101.87
45;5304.44
46;5966.83
47;3626.55
48;4472.77
49;5887.98
50;7707.31
51;6214.43
52;5253.5
0;152399.77
1;131240.16
2;129898.85
3;140885.3
4;131588.67
5;117915.02
6;108987.74
7;131020.52
8;137573.44
9;156848.8
10;168429.18
11;174355.0
12;176218.89
13;149030.87
14;176556.11
15;158623.92
16;168953.84
17;167349.41
18;141033.09
19;138392.0
20;129688.16
21;147783.08
22;143256.61
23;176562.15
24;140880.73
25;109427.64
26;120458.72
27;125035.1
28;127794.36
29;150302.38
30;127811.15
31;129046.19
32;116849.77
33;133422.58
34;111062.12
35;117715.93
36;107165.19
37;132011.04
38;137962.99
39;129499.97
40;139274.81
41;97030.81
42;121869.61
43;156551.27
44;139908.49
45;148184.85
46;129193.22
47;101147.78
48;95499.48
49;96918.39
50;88279.56
51;90503.81
52;72287.79
0;7098.52
1;7151.34
2;6706.15
3;5477.32
4;4984.55
5;5631.95
6;5134.74
7;5833.9
8;6330.44
9;7350.15
10;8715.84
11;7545.78
12;7071.72
13;8229.65
14;8917.5
15;8579.11
16;9103.32
17;8629.45
18;9333.46
19;7240.0
20;4739.29
21;8077.28
22;8654.39
23;11898.47
24;8490.45
25;6879.0
26;12497.92
27;11077.27
28;12361.79
29;13829.49
30;10578.11
31;8676.66
32;9281.83
33;16265.74
34;6216.76
35;11100.24
36;7063.97
37;8448.33
38;5340.95
39;6336.78
40;9755.34
41;5986.47
42;11558.79
43;17135.45
44;10920.78
45;13534.67
46;13802.0
47;4305.56
48;3254.87
49;6627.34
50;2962.13
51;3165.75
52;3749.48
0;5341.14
1;5574.96
2;5789.43
3;5488.94
4;5649.91
5;4941.8
6;6681.63
7;5811.87
8;5876.27
9;6088.13
10;3456.59
11;2172.93
12;2402.71
13;3769.02
14;6852.14
15;6311.86
16;6601.76
17;7148.98
18;7632.07
19;6866.21
20;8220.25
21;6994.5
22;5816.2
23;2327.42
24;5447.12
25;1942.28
26;2700.26
27;1282.64
28;936.69
29;515.01
30;1179.16
31;2367.07
32;1834.44
33;1745.63
34;3722.76
35;634.09
36;2924.36
37;4994.04
38;5498.31
39;6540.24
40;3838.3
41;1517.2
42;3782.27
43;4348.91
44;5744.81
45;5160.37
46;6425.79
47;3381.82
48;2939.28
49;4028.29
50;3873.46
51;5077.97
52;2818.22
0;69777.3
1;74779.73
2;75462.11
3;79929.45
4;95299.69
5;63156.0
6;68466.86
7;74312.9
8;71500.85
9;70881.96
10;70272.82
11;69241.11
12;67166.62
13;63623.43
14;70365.19
15;70931.23
16;90178.82
17;82176.04
18;73865.51
19;107274.72
20;73309.74
21;72075.29
22;71035.9
23;87888.29
24;80280.09
25;59563.6
26;63800.15
27;68542.66
28;166308.13
29;81679.26
30;112812.77
31;76002.26
32;70663.57
33;71188.47
34;88625.27
35;156250.72
36;73975.31
37;126408.2
38;69388.43
39;140039.98
40;87897.32
41;147248.57
42;93328.69
43;121542.09
44;91212.34
45;420410.54
46;59839.16
47;58560.14
48;46602.16
49;49056.11
50;42233.25
51;42755.8
52;39260.55
0;229313.64
1;237711.39
2;222261.39
3;251595.19
4;247242.48
5;190028.7
6;204565.99
7;231677.48
8;239371.8
9;264941.06
10;264208.2
11;269123.79
12;275572.0
13;236097.14
14;255258.55
15;238274.56
16;244428.88
17;223548.33
18;215129.8
19;251156.79
20;200716.07
21;216000.77
22;214612.36
23;272856.18
24;240537.76
25;160288.02
26;170194.95
27;181964.19
28;307563.37
29;191985.27
30;251838.53
31;194487.92
32;186553.95
33;202280.64
34;205224.24
35;278038.48
36;180814.14
37;265298.41
38;171036.27
39;256548.81
40;191466.91
41;276084.84
42;186709.79
43;225597.13
44;182655.98
45;592952.35
46;153268.97
47;160843.63
48;132820.76
49;135079.52
50;134840.81
51;132079.47
52;115256.09
0;20129.5
1;25227.4
2;18551.6
3;23958.64
4;18891.8
5;22376.94
6;21545.16
7;19234.13
8;24687.17
9;39048.27
10;22671.89
11;23800.97
12;21089.7
13;18317.19
14;16661.59
15;15649.28
16;16452.15
17;13062.41
18;18480.95
19;17812.78
20;13218.86
21;16939.38
22;18527.51
23;20654.13
24;20254.68
25;13592.4
26;16665.54
27;21227.79
28;20003.65
29;15591.67
30;25490.92
31;18289.39
32;20571.46
33;26964.27
34;13580.31
35;14208.82
36;13175.0
37;15495.62
38;12052.63
39;13640.21
40;14479.04
41;16064.02
42;14773.91
43;15016.27
44;12277.49
45;11527.69
46;13474.78
47;10860.38
48;12789.12
49;13492.85
50;10857.24
51;12777.93
52;9214.09
0;6063.44
1;8232.75
2;5835.48
3;5703.21
4;4483.68
5;4800.66
6;6044.64
7;5376.58
8;7634.15
9;6466.78
10;7965.85
11;3824.55
12;4734.25
13;8517.29
14;7564.56
15;5500.41
16;5927.43
17;5470.24
18;6882.52
19;8464.73
20;6193.38
21;4035.77
22;4640.87
23;4731.7
24;4968.49
25;5505.07
26;8059.1
27;7422.56
28;7071.15
29;5784.5
30;6966.83
31;8624.25
32;8800.59
33;7139.37
34;6683.62
35;4681.64
36;7206.63
37;4269.84
38;4434.71
39;7480.22
40;8166.97
41;4382.2
42;3740.93
43;4320.91
44;4818.73
45;5205.8
46;6127.62
47;4611.95
48;6055.75
49;6741.5
50;7323.72
51;6429.15
52;5686.95
0;21941.34
1;23574.9
2;22003.42
3;28947.42
4;25940.77
5;18106.84
6;19663.06
7;26266.81
8;27824.19
9;27732.82
10;32004.79
11;31850.15
12;35985.8
13;32035.84
14;34499.29
15;30696.16
16;34277.44
17;27086.89
18;22152.02
19;28797.58
20;22362.31
21;20197.15
22;21425.41
23;28255.5
24;25573.07
25;10675.62
26;13643.23
27;14667.26
28;29588.66
29;18043.1
30;21652.97
31;15955.26
32;16900.89
33;17466.93
34;16765.51
35;23613.28
36;15607.14
37;25766.73
38;15498.84
39;23939.58
40;16770.93
41;25480.51
42;14160.84
43;22547.41
44;20993.1
45;64262.13
46;12382.57
47;11862.24
48;11574.88
49;10199.77
50;11538.53
51;10230.13
52;8600.66
0;14463.88
1;18364.96
2;17033.74
3;10964.1
4;10324.49
5;11120.24
6;12057.89
7;12462.54
8;10290.71
9;12481.54
10;10952.31
11;10197.11
12;11837.2
13;11071.7
14;12410.32
15;12009.4
16;11906.54
17;11276.86
18;16505.49
19;11021.67
20;9894.67
21;10737.76
22;10625.79
23;10327.71
24;10160.75
25;11854.84
26;10239.04
27;9483.22
28;9720.05
29;10265.31
30;11693.79
31;9976.29
32;9126.2
33;10801.99
34;12366.01
35;10199.4
36;13678.61
37;16022.22
38;16825.54
39;16511.26
40;20102.19
41;19557.62
42;17655.67
43;16463.74
44;25773.92
45;17934.06
46;21516.41
47;18884.1
48;14419.22
49;10333.37
50;11582.83
51;13244.8
52;7740.98
0;10651.96
1;10465.03
2;9321.92
3;9389.3
4;12342.47
5;9578.39
6;10579.74
7;11369.3
8;11678.95
9;11438.37
10;11539.28
11;13004.97
12;15900.88
13;11819.12
14;11807.12
15;10257.52
16;9267.69
17;8523.79
18;8397.14
19;8511.04
20;9150.32
21;10179.13
22;10125.12
23;11391.33
24;8571.31
25;7955.6
26;8002.38
27;2406.34
28;2644.9
29;3490.48
30;8901.94
31;6743.84
32;2858.31
33;4101.47
34;7538.29
35;9892.96
36;11740.75
37;12174.58
38;9893.97
39;9751.92
40;10049.14
41;9927.4
42;9954.06
43;6643.48
44;3584.79
45;8805.28
46;8934.28
47;7367.61
48;8952.16
49;8828.82
50;7911.58
51;8985.72
52;9725.08
0;62228.22
1;53663.33
2;57922.35
3;54723.29
4;47265.24
5;47738.89
6;48924.81
7;51340.54
8;48099.91
9;49301.56
10;56614.23
11;53711.04
12;60256.56
13;60186.09
14;49093.24
15;54502.39
16;56583.1
17;54026.99
18;60468.47
19;64189.39
20;68831.83
21;68525.6
22;59314.22
23;55116.84
24;64457.41
25;63609.57
26;59145.56
27;65066.62
28;79491.78
29;71995.22
30;73160.65
31;71551.35
32;85984.55
33;69358.17
34;68236.34
35;69732.89
36;70584.97
37;85609.54
38;82376.37
39;81276.27
40;81982.77
41;75867.95
42;71708.81
43;79590.74
44;76034.02
45;55912.77
46;59073.9
47;48964.14
48;49505.09
49;55867.65
50;64677.46
51;56310.43
52;47042.21
0;25693.99
1;36918.84
2;26460.36
3;35195.1
4;29860.53
5;32304.55
6;21054.36
7;18769.43
8;17023.02
9;17335.77
10;15825.16
11;16796.38
12;16818.84
13;16126.21
14;13513.91
15;14321.85
16;14781.24
17;17417.97
18;15474.64
19;15490.38
20;20028.66
21;27316.23
22;28171.21
23;28248.08
24;28189.28
25;39752.74
26;35248.52
27;24536.33
28;30476.21
29;54820.68
30;54996.69
31;61244.5
32;50366.31
33;48275.47
34;52220.44
35;44526.5
36;45274.16
37;45803.57
38;47499.5
39;66751.16
40;77379.73
41;30396.42
42;34526.66
43;62780.86
44;30803.34
45;25338.41
46;22901.55
47;38945.01
48;35700.1
49;37742.57
50;42695.84
51;47556.69
52;31827.5
0;13531.12
1;11091.83
2;10729.32
3;11025.4
4;10433.94
5;10080.77
6;9279.95
7;11244.3
8;12304.78
9;19837.54
10;15322.27
11;13272.0
12;12366.93
13;10741.93
14;14971.31
15;10297.07
16;13472.37
17;14052.55
18;12656.32
19;12011.77
20;11388.25
21;14133.77
22;9179.77
23;10503.59
24;10827.99
25;10835.76
26;8342.87
27;10089.71
28;10827.19
29;13340.43
30;9283.58
31;10273.69
32;8322.8
33;9771.04
34;9680.55
35;8391.71
36;8720.86
37;10247.33
38;12113.04
39;11544.33
40;11276.9
41;6478.95
42;6858.2
43;7644.87
44;8608.11
45;8726.67
46;9911.34
47;9668.72
48;12400.14
49;10830.75
50;10210.4
51;11276.02
52;8038.22
0;13838.29
1;12966.31
2;12837.29
3;12385.8
4;11304.93
5;10285.18
6;9572.38
7;11495.44
8;10865.72
9;10158.08
10;12275.26
11;15559.82
12;16660.78
13;14274.34
14;14075.51
15;14824.51
16;13661.82
17;12472.67
18;11862.16
19;12811.35
20;11129.0
21;12743.98
22;14439.15
23;17819.23
24;11521.01
25;11717.1
26;10106.75
27;12534.75
28;10408.49
29;11925.84
30;11637.27
31;12214.35
32;11063.56
33;9767.94
34;9163.85
35;10361.33
36;10330.09
37;12066.89
38;15659.62
39;11559.75
40;15307.02
41;11613.35
42;14100.75
43;14497.7
44;13878.02
45;9098.81
46;10485.46
47;6511.84
48;8024.8
49;8066.77
50;6047.0
51;8071.93
52;4920.41
0;5756.97
1;5711.05
2;6387.27
3;7802.12
4;6811.91
5;6698.22
6;6534.46
7;8507.88
8;8255.71
9;9293.76
10;10892.04
11;10752.98
12;8206.5
13;7771.43
14;7802.86
15;7847.81
16;8032.49
17;8020.1
18;6628.13
19;8040.25
20;6017.04
21;7240.03
22;7786.03
23;9901.85
24;6337.48
25;9008.58
26;5965.12
27;8870.49
28;7557.29
29;8361.55
30;10058.68
31;11900.47
32;7576.78
33;5838.07
34;7509.16
35;6798.65
36;7527.14
37;10898.43
38;15201.67
39;10899.57
40;15330.0
41;7983.96
42;8967.12
43;15787.49
44;14724.39
45;10024.18
46;11414.9
47;9742.87
48;7932.55
49;7525.89
50;5398.97
51;5241.2
52;3969.98
0;9655.29
1;8177.33
2;7034.37
3;6765.28
4;6289.72
5;6851.13
6;7725.77
7;6581.85
8;8454.27
9;7341.92
10;8059.52
11;6689.14
12;7804.28
13;7334.65
14;7344.32
15;9174.58
16;8035.15
17;8230.33
18;7197.78
19;8187.92
20;8707.0
21;6886.41
22;5676.06
23;7041.27
24;5103.37
25;3562.52
26;4572.42
27;5625.98
28;7058.35
29;6504.06
30;6820.7
31;6662.68
32;5955.32
33;5255.47
34;5321.75
35;6331.52
36;6764.99
37;6274.05
38;6283.41
39;6244.05
40;6509.21
41;5971.13
42;6022.12
43;6056.68
44;6616.58
45;5375.95
46;5559.0
47;7712.27
48;6748.27
49;6015.68
50;5267.55
51;5692.25
52;5635.27
0;14150.95
1;15276.68
2;14047.41
3;13284.31
4;13476.62
5;11559.98
6;12348.84
7;11498.28
8;16452.21
9;12179.45
10;13012.35
11;11472.41
12;13013.83
13;13509.43
14;14173.82
15;12673.52
16;12770.99
17;15165.11
18;11138.48
19;14113.65
20;12511.08
21;12981.7
22;12594.87
23;13629.65
24;14060.23
25;19248.28
26;19913.72
27;17744.03
28;16862.3
29;12549.97
30;18703.01
31;17421.67
32;15451.08
33;12594.05
34;21798.32
35;17826.5
36;14541.16
37;14043.34
38;13786.93
39;16174.36
40;14388.05
41;22169.84
42;17226.14
43;20616.04
44;20055.23
45;19782.44
46;9082.88
47;14096.05
48;18191.46
49;10842.77
50;11578.42
51;16775.97
52;15752.25
0;24699.21
1;18541.03
2;17850.72
3;15142.03
4;14737.28
5;15701.21
6;17621.85
7;19344.03
8;20213.21
9;19950.9
10;18852.58
11;19027.31
12;20337.21
13;22703.05
14;19095.21
15;32191.54
16;28335.3
17;22836.09
18;19329.49
19;21524.58
20;22296.14
21;13350.56
22;10110.25
23;16831.7
24;14099.42
25;8311.12
26;12279.96
27;15691.4
28;24037.58
29;25806.28
30;23896.87
31;24852.33
32;22558.59
33;20842.19
34;19401.8
35;22792.24
36;21330.52
37;23032.34
38;21231.88
39;21303.86
40;20170.65
41;18687.22
42;17686.1
43;21218.15
44;18753.79
45;19202.54
46;19433.9
47;25769.82
48;17708.49
49;20441.93
50;17202.67
51;18096.56
52;19910.51
0;82749.14
1;42805.68
2;80744.59
3;144862.82
4;98030.75
5;35304.27
6;27570.9
7;26826.82
8;22872.63
9;26592.14
10;29230.93
11;25512.65
12;27717.86
13;25718.23
14;23238.29
15;21772.12
16;27205.13
17;30853.99
18;26845.68
19;24670.83
20;27149.47
21;29977.08
22;28587.18
23;25301.81
24;28034.45
25;40058.59
26;34268.25
27;31895.13
28;44487.33
29;60009.35
30;64141.55
31;59377.0
32;55027.93
33;49291.33
34;56578.63
35;55920.43
36;56242.52
37;54764.06
38;52647.91
39;76855.75
40;117379.74
41;45637.49
42;65106.0
43;68078.93
44;38286.08
45;29024.68
46;38095.07
47;51462.4
48;45744.02
49;39780.18
50;48313.72
51;50943.98
52;41381.43
0;16505.2
1;12762.43
2;13189.97
3;13083.41
4;12670.32
5;12659.93
6;12562.5
7;14375.75
8;13736.56
9;15261.11
10;15014.96
11;15150.22
12;14402.07
13;12921.65
14;14716.18
15;11850.68
16;14718.3
17;14334.93
18;14071.97
19;14864.18
20;13678.65
21;11964.74
22;14475.54
23;12851.13
24;12087.77
25;14990.91
26;14824.81
27;17275.62
28;13816.79
29;14897.51
30;9543.8
31;8937.3
32;8777.8
33;7927.37
34;7048.36
35;7072.22
36;6587.58
37;7761.81
38;12281.48
39;10286.24
40;7812.03
41;8769.05
42;11551.46
43;17212.92
44;14902.59
45;11183.49
46;9862.15
47;9116.85
48;9208.26
49;8519.07
50;9692.83
51;9552.09
52;6866.1
0;115959.77
1;126306.81
2;116534.02
3;102658.15
4;106526.9
5;91204.54
6;115865.76
7;117223.76
8;99714.13
9;105902.71
10;109427.04
11;115437.92
12;106062.64
13;107773.96
14;124121.46
15;108093.32
16;108438.31
17;109958.23
18;125183.67
19;115769.96
20;112607.87
21;141584.65
22;124143.15
23;131449.42
24;144301.93
25;180648.11
26;169099.91
27;130227.23
28;149975.22
29;183857.14
30;197098.71
31;187973.68
32;147667.8
33;142740.06
34;138588.03
35;126586.54
36;144414.88
37;204871.52
38;173816.89
39;169883.35
40;197899.23
41;160600.06
42;168236.96
43;155011.12
44;171145.0
45;147729.4
46;121268.68
47;104656.52
48;121203.53
49;147163.14
50;109017.25
51;104424.88
52;66616.54
0;92000.75
1;90080.71
2;81483.62
3;79396.08
4;73280.14
5;77114.49
6;81736.75
7;81645.24
8;89263.65
9;92281.1
10;90426.45
11;72393.25
12;76471.6
13;83783.04
14;90946.17
15;71648.47
16;77245.2
17;77686.48
18;77416.4
19;89270.61
20;76353.2
21;64344.45
22;77530.96
23;78813.04
24;70097.22
25;90791.94
26;108360.53
27;111509.08
28;94314.28
29;98734.76
30;77032.09
31;84319.76
32;87299.49
33;69261.08
34;69763.54
35;54311.43
36;58969.91
37;60348.45
38;85742.82
39;81061.62
40;75769.87
41;52790.71
42;63661.35
43;95526.15
44;89221.79
45;65605.97
46;69669.46
47;52925.32
48;53543.13
49;58686.47
50;63939.14
51;61788.03
52;49777.56
0;2468.87
1;4467.88
2;2675.19
3;2721.99
4;2575.42
5;3284.64
6;2838.6
7;3113.68
8;2596.51
9;2797.66
10;3627.68
11;2819.91
12;2803.12
13;2413.84
14;2417.55
15;2375.19
16;2913.66
17;3047.66
18;2077.95
19;2232.94
20;3503.34
21;3628.33
22;3374.92
23;3010.56
24;3536.14
25;4236.47
26;3959.98
27;3367.89
28;4526.04
29;6065.6
30;5718.65
31;5870.75
32;4711.98
33;5224.55
34;5023.31
35;4577.29
36;4478.9
37;4884.2
38;4857.02
39;5923.05
40;8348.5
41;3319.4
42;5020.91
43;3789.26
44;3681.31
45;2274.09
46;3673.62
47;3239.7
48;4306.29
49;3750.22
50;4471.01
51;4113.7
52;2869.96
0;12274.98
1;5123.55
2;5954.71
3;5723.01
4;6102.5
5;5337.53
6;5820.91
7;5719.05
8;6843.75
9;6098.89
10;6578.62
11;7426.84
12;6086.65
13;6583.11
14;2935.97
15;5269.51
16;5157.52
17;4111.66
18;3591.12
19;4715.07
20;5429.19
21;8848.14
22;6858.93
23;6999.43
24;7773.43
25;9693.13
26;9274.18
27;8241.57
28;9327.52
29;7973.35
30;9652.72
31;7251.55
32;7221.48
33;5693.95
34;5974.03
35;4551.65
36;5647.44
37;6470.01
38;10153.14
39;13548.83
40;11292.61
41;10420.76
42;10550.08
43;8150.41
44;7139.65
45;8031.89
46;10825.69
47;5630.1
48;6269.88
49;6534.61
50;7588.47
51;4065.65
52;5850.8
0;4873.1
1;5154.54
2;4667.9
3;6431.82
4;4486.61
5;3420.98
6;3574.89
7;5045.97
8;5329.36
9;7073.65
10;5189.51
11;5963.47
12;7491.15
13;6358.44
14;6416.81
15;4674.76
16;2095.4
17;3798.02
18;5300.56
19;3978.93
20;4017.01
21;5742.08
22;4568.06
23;6588.03
24;5140.46
25;2789.76
26;2508.3
27;2664.0
28;3405.58
29;3056.43
30;3153.41
31;3299.38
32;2976.18
33;4073.79
34;4181.73
35;1703.77
36;3223.81
37;3200.29
38;2857.82
39;1628.79
40;2614.15
41;2460.96
42;2064.66
43;1817.84
44;1336.09
45;2030.59
46;2470.65
47;3181.84
48;1749.51
49;1880.89
50;3179.45
51;2443.57
52;1811.03
0;5528.74
1;7369.95
2;5609.58
3;5580.67
4;4677.74
5;5007.93
6;6739.72
7;5441.77
8;6566.58
9;6320.26
10;6399.75
11;3288.85
12;5500.88
13;7152.31
14;4633.29
15;1249.75
16;3548.76
17;2478.44
18;3287.16
19;4048.43
20;4124.63
21;3054.66
22;3724.2
23;3528.33
24;3525.61
25;3943.55
26;6570.14
27;6199.5
28;6480.98
29;4577.12
30;5574.93
31;7101.2
32;7514.33
33;4946.02
34;5564.72
35;3715.02
36;5282.78
37;3018.56
38;4154.91
39;5864.06
40;8253.8
41;3982.18
42;2856.05
43;3705.46
44;4102.72
45;4237.44
46;6411.93
47;4591.77
48;5251.73
49;6939.71
50;7526.04
51;6520.7
52;5905.05
0;1243940.09
1;1179930.12
2;1148617.16
3;1217680.36
4;1119325.0
5;957800.72
6;967886.13
7;1044591.43
8;1068530.09
9;1123703.61
10;1180823.79
11;1172057.19
12;1164140.49
13;1072521.35
14;1125443.38
15;1074567.7
16;1093955.66
17;1075538.53
18;1045992.02
19;1071538.25
20;1014709.07
21;1059971.14
22;1091590.78
23;1214158.19
24;1148354.84
25;1130374.7
26;1173393.06
27;1101009.92
28;1304554.29
29;1397448.17
30;1352960.47
31;1302205.55
32;1210560.61
33;1375125.12
34;1394126.23
35;1248175.29
36;1190461.18
37;1493331.28
38;1387436.32
39;1492167.41
40;1581127.36
41;1284018.65
42;1337596.89
43;1619398.24
44;1436663.15
45;1634877.11
46;1060775.98
47;1015621.03
48;953206.1
49;994282.98
50;975724.28
51;990721.83
52;808971.88
0;229477.07
1;232395.98
2;252754.61
